Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
8041210;Institut Estela Ibèrica;c. Martorell i Pe¦a, 9;937842007;a8041210@xtec.cat;;;0
8041222;Escola Montpalau;c. Indústria, 137-141;933718512;a8041222@xtec.cat;;;0
8041234;Escola Mediterrània;ctra. de Castellar, 2;936661195;a8041234@xtec.cat;;;0
8041246;Escola El Sagrer;av. Joan Carles I, 62;936851801;a8041246@xtec.cat;;;0
8041374;Balmes II;pg. Vall d'Hebron, 181;935893247;a8041374@xtec.cat;;;0
8041490;Institut Europa;pg. Mollerussa, 71;933727952;a8041490@xtec.cat;;;0
8041519;Ginebró;c. Font Florida, s/n;933840408;a8041519@xtec.cat;;;0
8041544;Institut Obert de Catalunya;c. Tres Pins, s/n;935671660;a8041544@xtec.cat;;;0
8041556;CEE Les Aigües;c. Ausiàs March, 86;933845411;a8041556@xtec.cat;;;0
8041568;Institut Escola Intermunicipal del Penedès;c. Valentí Almirall, s/n;936992766;a8041568@xtec.cat;;;0
8041571;Llar d'infants Quitxalla;c. Ramon i Cajal, 9-11;937263877;a8041571@xtec.cat;;;0
8041581;Escola Bressol Els Ninots;c. Joan Maragall, s/n;933232246;a8041581@xtec.cat;;;0
8041601;A. Hospitalària Hospital de la Sta Creu i S. Pau (Esc.per infants);av. de Barcelona, 2;938400906;a8041601@xtec.cat;;;0
8041611;Llar d'infants Can Folguera;av. Eduard Maristany, 59-61;938795643;a8041611@xtec.cat;;;0
8041623;Llar d'infants Els Pins;ctra.de Vic, 16/c. Infants, 2-6;936801620;a8041623@xtec.cat;;;0
8041647;Llar d'infants Cucuruga;c. Joan Camps, 6-8;937240390;a8041647@xtec.cat;;;0
8041659;Institut Ramon Casas i Carbó;c. Domènech i Montaner, 1;933732404;a8041659@xtec.cat;;;0
8041660;Escola Bressol L'Avet;c. Diputació, 21-23;937590185;a8041660@xtec.cat;;;0
8041672;Escola Bressol Municipal Tortuga;Camí del Salze, 13;938871203;a8041672@xtec.cat;;;0
8041684;Esc. de Música Taller de Músics;pl. de Les Fabricantes, 1;937891902;a8041684@xtec.cat;;;0
8041696;Llar d'infants Marrecs;c. Mallorca, s/n;933714016;a8041696@xtec.cat;;;0
8041714;Llar d'infants Patufet;c. Buenos Aires, 16-18;933233523;a8041714@xtec.cat;;;0
8041726;Llar d'infants El Sol;p. Josep Mauri, 1;933143719;a8041726@xtec.cat;;;0
8041738;Escola Bressol L'Espurna;pg. del Vapor gran, 17;934342380;a8041738@xtec.cat;;;0
8041741;Llar d'infants Xiroi;c. Rectoria, 4-6;934557771;a8041741@xtec.cat;;;0
8041751;Escola Bressol La Cuna;pg. Mossèn Jacint Verdaguer, 84;937153408;a8041751@xtec.cat;;;0
8041829;Llar d'infants Els Garrofers;rda. Sant Antoni, 19;936334450;a8041829@xtec.cat;;;0
8041842;Institut Vila de Gràcia;c. Sagrera, 179;934284193;a8041842@xtec.cat;;;0
8041854;EA d'Igualada;c. Ardena, 36-38;934243707;a8041854@xtec.cat;;;0
8041866;Institut Flos i Calcat;c. Castelao, 16-18;934229840;a8041866@xtec.cat;;;0
8041911;Institut Manuel Carrasco i Formiguera;c. riera Sant Miquel, 41-45;934239361;a8041911@xtec.cat;;;0
8041933;Institut Josep Lluís Sert;c. Frederic Marès, 52;933978511;a8041933@xtec.cat;;;0
8041969;Institut Banús;c. Mare de Déu de Montserrat, 236-238;937250888;a8041969@xtec.cat;;;0
8041970;Institut Can Planas;c. Pare Andreu de Palma de Mallorca, 30;938696350;a8041970@xtec.cat;;;0
8042019;Escola Serra de Marina;av. del Mil·lenari, 22;938961405;a8042019@xtec.cat;;;0
8042020;Escola Les Pruneres;c. Ignasi Iglésias, 7;935686079;a8042020@xtec.cat;;;0
8042044;Escola Mil·lenari;Mare de Déu de la Cisa, 80-92;933819005;a8042044@xtec.cat;;;0
8042056;Institut Enric Borràs;c. Manuel de Falla, 5-9;938726369;a8042056@xtec.cat;;;0
8042093;Institut Celestí Bellera;rbla. de la Marina, 413;938794459;a8042093@xtec.cat;;;0
8042101;Institut Lluís Domènech i Montaner;av. Josep Tarradellas, 122;933769056;a8042101@xtec.cat;;;0
8042196;Institut Dolors Mallafrè i Ros;c. Sant Pere, 12;933254249;a8042196@xtec.cat;;;0
8042287;Institut Ramon Turró i Darder;c. Creueta, 50;932049210;a8042287@xtec.cat;;;0
8042299;Institut Thalassa;c. Manso, 2;938684708;a8042299@xtec.cat;;;0
8042305;Institut Voltrera;av. Diagonal, 327;937187506;a8042305@xtec.cat;;;0
8042329;Llar d'infants Gegant del Pi;c. Aurora, 26;933219066;a8042329@xtec.cat;;;0
8042330;Llar d'infants El Niu;pça. Margarita Brender Rubira, 3;938653496;a8042330@xtec.cat;;;0
8042342;Llar d'infants La Mimosa;c. Perú, 105/c. Sant Joan de Malta;938718121;a8042342@xtec.cat;;;0
8042354;Llar d'infants Gargot;c. Numància, 140-158;937839109;a8042354@xtec.cat;;;0
8042411;Barcanova;c. Providència, 134;936667678;a8042411@xtec.cat;;;0
8042469;Llar d'infants L'Anxaneta;c. d'Olesa, 19;938044155;a8042469@xtec.cat;;;0
8042524;Llar d'infants Sol Solet;c. Cartagena, 231-239;933255197;a8042524@xtec.cat;;;0
8042551;Llar d'infants Lola Anglada;c. Granada, 18 (Urbanitz. Can Bou);932430983;a8042551@xtec.cat;;;0
8042561;Llar d'infants Linda Vista;c. Mossèn Andreu, 13;932061313;a8042561@xtec.cat;;;0
8042573;Llar d'infants La Trepa;c. Cirerer, 7;934311994;a8042573@xtec.cat;;;0
8042585;Llar d'infants La Baldufa;Passatge Jordi Rius i Bou, 1;932180890;a8042585@xtec.cat;;;0
8042664;Institut de Corbera de Llobregat;c. Montiu, 18;938410985;a8042664@xtec.cat;;;0
8042767;Institut Miramar;c. Joan Prim, 30;933709055;a8042767@xtec.cat;;;0
8042780;Llar d'infants L'Esquitx;c. Calderon, 143;933709105;a8042780@xtec.cat;;;0
8042792;Llar d'infants Espígol;c. Joan Baptista de la Salle, 6 i 8;936581981;a8042792@xtec.cat;;;0
8042809;Llar d'infants Giravolt;pl. Agricultura, 6;933755903;a8042809@xtec.cat;;;0
8042810;Escola Bressol Moisès;c. Consell de Cent, 146;937994604;a8042810@xtec.cat;;;0
8042834;Llar d'infants Soleia;c. Diputació, 15;933721104;a8042834@xtec.cat;;;0
8042846;Llar d'infants Tabalet;c. Felip II, 54;933372535;a8042846@xtec.cat;;;0
8042858;Llar d'infants La Ginesta;c. Josep Germà, 2;933372335;a8042858@xtec.cat;;;0
8042861;Llar d'infants Els Pinells;Barri d'Espiells;936990831;a8042861@xtec.cat;;;0
8042871;Escola Bressol Sol Solet;Campus U.A.B.;938310533;a8042871@xtec.cat;;;0
8042883;Llar d'infants El Cuc;av. Santa Eulàlia, 72;937114805;a8042883@xtec.cat;;;0
8042895;Llar d'infants L'Estel;Mas Sant Joan;932074022;a8042895@xtec.cat;;;0
8043000;Llar d'infants Municipal;c. Nena Cases, 36;937525460;a8043000@xtec.cat;;;0
8043012;Esc. de Música Municipal Aulos;c. Rosa, 18;934566804;a8043012@xtec.cat;;;0
8043024;Esc. de Música de Gràcia;av. Pare Andreu de Palma de Mallorca,1-3;933086396;a8043024@xtec.cat;;;0
8043085;Esc. de Música Fusió, Música i Dansa;Camp de les Moreres, 14;934303404;a8043085@xtec.cat;;;0
8043103;Llar d'infants Flor de Neu;c. Estació, s/n;932195362;a8043103@xtec.cat;;;0
8043115;Llar d'infants Santa Anna;c. Flammarion, 1;933407697;a8043115@xtec.cat;;;0
8043255;Llar d'infants El Rodó;c. Empordà, 7-13;934351010;a8043255@xtec.cat;;;0
8043267;Llar d'infants Els Barrufets;pg. de les Mimoses, 18;936650981;a8043267@xtec.cat;;;0
8043279;Llar d'infants Sant Climent;av. Vilafranca, s/n;933763211;a8043279@xtec.cat;;;0
8043292;Llar d'infants Rosa Aymerich;c. Joaquim Blume, 28/c. Terrassa, 47;933764895;a8043292@xtec.cat;;;0
8043310;Llar d'infants El Cucut;c. Harmonia, 37;937771139;a8043310@xtec.cat;;;0
8043322;Escola Bressol Gotims;c. Sant Joan, 51-59;935640541;a8043322@xtec.cat;;;0
8043334;Esc. de Música Municipal de Parets del Vallès;av. Lluís Companys, s/n;937521997;a8043334@xtec.cat;;;0
8043346;Esc. de Música Municipal Torre Balada;c. Gallecs, 22;937255899;a8043346@xtec.cat;;;0
8043361;Llar d'infants Rodona;ptge. Vapor Vell, 7;938680414;a8043361@xtec.cat;;;0
8043371;Llar d'infants Xerinola;c. Roger de Flor, 162;936546154;a8043371@xtec.cat;;;0
8043383;Escola Estel-Guinardó;av. Coll de Portell, 56;937353212;a8043383@xtec.cat;;;0
8043395;Escola Cavall Bernat;c. Fígols, 20-24;934262035;a8043395@xtec.cat;;;0
8043401;Escola Bressol Can Bruixa;c. Reis Catòlics, 38;933511698;a8043401@xtec.cat;;;0
8043437;Escola Bressol Barrufets;c. Domínguez Miralles, 1;938653762;a8043437@xtec.cat;;;0
8043462;Escola Bressol Bellmunt;c. Aguilar, 4;938911412;a8043462@xtec.cat;;;0
8043474;Escola Bressol Canigó;c. Sardenya, 339-345;935801477;a8043474@xtec.cat;;;0
8043486;Escola Bressol Cadí;c. dels Esports, 9;937314089;a8043486@xtec.cat;;;0
8043498;Xalest;c. Jacint Verdaguer. 99-101;938724725;a8043498@xtec.cat;;;0
8043504;Escola Bressol Cerdanyola;Ronda Ibèrica, 200;932045589;a8043504@xtec.cat;;;0
8043516;Llar d'infants La Llàntia;Camí Sant Gervasi, s/n(Apart.corr.279);936581953;a8043516@xtec.cat;;;0
8043528;Llar d'infants Rocafonda;av. Kennedy, 56;933707012;a8043528@xtec.cat;;;0
8043531;Llar d'infants Les Figueretes;Paratge Sant Salvador, s/n;938600021;a8043531@xtec.cat;;;0
8043553;Llar d'infants Mainada;c. Canonge Joncar, 56;935607331;a8043553@xtec.cat;;;0
8043589;EA de la Garriga;Can Pujolet, 5;935880858;a8043589@xtec.cat;;;0
8043644;Llar d'infants Rexics;c. Vall d'Aran, 96-98;936531659;a8043644@xtec.cat;;;0
8043656;Escola Bressol Cargol;c. Comtes de Barcelona, s/n;936407858;a8043656@xtec.cat;;;0
8043668;Escola Bressol El Tren;ptge. de la Mora, s/n;938933648;a8043668@xtec.cat;;;0
8043671;Escola Bressol El Vent;c. Joaquim Blume, 28;936998453;a8043671@xtec.cat;;;0
8043681;Institut Lluís Vives;c. Santander, 7-9;934282861;a8043681@xtec.cat;;;0
8043693;Institut Príncep de Viana;c. Jerusalem, 2B;938773119;a8043693@xtec.cat;;;0
8043723;Institut Molí de la Vila;c. Marin, 55/Via Favència, 254;936450762;a8043723@xtec.cat;;;0
8043747;Institut Joaquim Blume;c. Ignasi Agustí, 4;934205801;a8043747@xtec.cat;;;0
8043759;Institut Ribot i Serra;c. Cristòfor Colom, s/n;934097208;a8043759@xtec.cat;;;0
8043760;Institut Angeleta Ferrer i Sensat;c. Eusebi Güell, 35;932652222;a8043760@xtec.cat;;;0
8043784;Institut de Castellar;c. Mallorca, 595;932844718;a8043784@xtec.cat;;;0
8043796;Institut Centre d'Alt Rendiment Esportiu;c. Bellavista, 32;933395433;a8043796@xtec.cat;;;0
8043814;Institut Montserrat Roig;pl. Sant Jordi / c. Jaume Faura;934068408;a8043814@xtec.cat;;;0
8043838;Institut Thos i Codina;c. Sant Joan, 23;932030935;a8043838@xtec.cat;;;0
8043841;Institut Ventura Gassol;c. Reina Elisenda/av. Morera, s/n;934335534;a8043841@xtec.cat;;;0
8043851;Institut Guillem Catà;av. del Parc, 25;932074311;a8043851@xtec.cat;;;0
8043863;Institut d'Alella;Via Alexandra, 62;932801023;a8043863@xtec.cat;;;0
8043875;Institut Laia l'Arquera;av. Meridiana, 263;937523764;a8043875@xtec.cat;;;0
8043887;Institut Vilatzara;c. Ferrer i Guàrdia, s/n;938933899;a8043887@xtec.cat;;;0
8043899;Institut Castellet;c. Riera Boter, 12;938153745;a8043899@xtec.cat;;;0
8043905;Institut Llavaneres;c. Josep Mitats, s/n (Ap. Correus 1250);935403810;a8043905@xtec.cat;;;0
8043917;Institut Bellulla;ctra. Antiga de València, 99-101;938650833;a8043917@xtec.cat;;;0
8043929;Institut Miquel Bosch i Jover;av. del Jordà, 18;937165494;a8043929@xtec.cat;;;0
8043930;Escola Bressol La Fontana;pg. Congost, 8 (Parc dels Pinetons);933571866;a8043930@xtec.cat;;;0
8043942;Escola Bressol La Mar;c. del Progrés, 57;937780734;a8043942@xtec.cat;;;0
8043954;Escola Bressol Forestier;c. Salvador Espriu, 22;938943712;a8043954@xtec.cat;;;0
8043966;Escola Bressol L'Arboç;c. Mestres Esquè i Artó, 2;938784020;a8043966@xtec.cat;;;0
8043978;Escola Bressol L'Argimon;c. Oriental, 21 (Can Serra);937671321;a8043978@xtec.cat;;;0
8043981;Escola Bressol L'Esquirol;c. Tulipa, s/n;935887702;a8043981@xtec.cat;;;0
8044016;Escola Bressol Esquitx;c. de l'Institut, 2;933142041;a8044016@xtec.cat;;;0
8044028;Escola Bressol Llar d'Infants;av. Espanya, 116;933366810;a8044028@xtec.cat;;;0
8044041;Escola Bressol Montserrat;c. Juvenal, 1;933534419;a8044041@xtec.cat;;;0
8044053;Escola Bressol Mont Tàber;c. Brujas, 165;933546073;a8044053@xtec.cat;;;0
8044077;Escola Bressol Nenes i Nens;c. Salmerón, 225-249;938041950;a8044077@xtec.cat;;;0
8044120;Escola Bressol Niu d'Infants;c. Serra dels Galliners, s/n;936400486;a8044120@xtec.cat;;;0
8044156;Escola Bressol El Palomar;c. Ràfols, s/n;934569020;a8044156@xtec.cat;;;0
8044168;Escola Bressol Pau;c. Sant Pere Més Alt, 6;932612164;a8044168@xtec.cat;;;0
8044181;Escola Bressol Ralet;c. Ponent, 48;937300252;a8044181@xtec.cat;;;0
8044201;Escola Bressol Trinitat Nova;c. Guipúscoa, 19;936684054;a8044201@xtec.cat;;;0
8044223;Escola Bressol Tris-Tras;av. Pearson, 73;934650561;a8044223@xtec.cat;;;0
8044235;Escola Bressol Xarlot;c. Adriana, 14;935795083;a8044235@xtec.cat;;;0
8044247;Llar d'infants Cristòfor Ferrer;Via Barcino, 32-33;937178575;a8044247@xtec.cat;;;0
8044296;Llar d'infants Santa Anna-Tió;c. Lleida, 3;932430770;a8044296@xtec.cat;;;0
8044302;Escola Bressol La Muntanya;pg. de Santa Coloma, 46-54;935902600;a8044302@xtec.cat;;;0
8044314;Escola Bressol La Llavor;c. Pintor Alsamora, 3-5;936630443;a8044314@xtec.cat;;;0
8044326;Escola Bressol Sagrada Familia;c. Vall d'Ordesa, 24-34;937842384;a8044326@xtec.cat;;;0
8044429;Llar d'infants El Tren Blau;c. Aiguablava, 109-113;933838552;a8044429@xtec.cat;;;0
8044430;Escola Bressol El Carrilet;Pont de les Eres, 4;934186833;a8044430@xtec.cat;;;0
8044454;Llar d'infants El Patufet;ctra. Antiga de València, 95;938717072;a8044454@xtec.cat;;;0
8044508;Llar d'infants El Cuc Verd;Can Boada del Pi, s/n;935752184;a8044508@xtec.cat;;;0
8044511;Llar d'infants Alt Foix;c. Passatge de mas Granollacs, s/n;938728615;a8044511@xtec.cat;;;0
8044521;Llar d'infants Palafollets;av. de la Generalitat, s/n;938812752;a8044521@xtec.cat;;;0
8044533;Llar d'infants El Rial;pl. Pau Casals, s/n (Urb. Can Cornet);936833307;a8044533@xtec.cat;;;0
8044545;Llar d'infants Municipal de Santa Maria d'Oló;c. Costa Rica, s/n;934383017;a8044545@xtec.cat;;;0
8044569;Llar d'infants d'Ordal;c. Eucaliptus, 33 (Parc  de Marianao);938412866;a8044569@xtec.cat;;;0
8044570;Llar d'infants de Lavern;av. Europa, 153;938300639;a8044570@xtec.cat;;;0
8044582;Llar d'infants L'Esquirol;ctra. de Vilassar de Dalt, 52-54;935623203;a8044582@xtec.cat;;;0
8044594;Institut Joan Mercader;c. Joaquim Costa (Perllongament);937233905;a8044594@xtec.cat;;;0
8044600;Llar d'infants Les Moreres;av. del Paral·lel, 71-73;937262199;a8044600@xtec.cat;;;0
8044612;Llar d'infants Municipal de Premià de Mar;rda. Cros, 1;937850798;a8044612@xtec.cat;;;0
8044624;Llar d'infants Badabadoc;pl. Santiago Rusiñol, s/n;935803994;a8044624@xtec.cat;;;0
8044636;Institut XXV Olimpíada;pl. 1 d'octubre,2;932682510;a8044636@xtec.cat;;;0
8044648;Institut Alexandre Galí;c. Balmes, 2;938708110;a8044648@xtec.cat;;;0
8044715;Institut Alba del Vallès;c. Sant Antoni Maria Claret, 167;933072066;a8044715@xtec.cat;;;0
8044739;Institut Ribera Baixa;pl. Federico Garcia Lorca, s/n;932037606;a8044739@xtec.cat;;;0
8044776;Institut Ítaca;c. Baronia, 9;937136460;a8044776@xtec.cat;;;0
8044788;Llar d'infants La Mainada;pl. dels Germans Subirana, s/n;932740943;a8044788@xtec.cat;;;0
8044791;Llar d'infants Montserrat;c. Lluis Companys, 2;937213018;a8044791@xtec.cat;;;0
8044818;Llar d'infants Barromina;av. Joan Maragall, 16;932740612;a8044818@xtec.cat;;;0
8044821;Llar d'infants de Can Trias;c. Garrotxa, 8;934080018;a8044821@xtec.cat;;;0
8044909;Institut Sant Quirze del Vallès;c. Requesens, 5;933570370;a8044909@xtec.cat;;;0
8044910;Escola de Dansa Mercedes Ribera;av. Indústria, 22;933546992;a8044910@xtec.cat;;;0
8044922;Escola de Dansa Thais;c. Sant Miquel, s/n;938228660;a8044922@xtec.cat;;;0
8044934;Escola de Dansa L'Assaig;c. Llibreteria / San Joan;937650822;a8044934@xtec.cat;;;0
8044958;Escola de Dansa Isabel Porcar;pg. de la Riba, 2;933874404;a8044958@xtec.cat;;;0
8044961;Escola de Dansa Studio Isadora;c. Tarragona, s/n;937330661;a8044961@xtec.cat;;;0
8044971;Institut Guinovarda;c. Ponent, 2-4;935740670;a8044971@xtec.cat;;;0
8044983;Institut Joan Coromines;c. Riera del Gorg, 11;937624452;a8044983@xtec.cat;;;0
8044995;Llar d'infants L'Airet;c. Molí de la Torre, 34-58;937671201;a8044995@xtec.cat;;;0
8045011;Llar d'infants La Gavina;c. Riera de Sant Miquel, 58-62;933516045;a8045011@xtec.cat;;;0
8045021;Llar d'infants El Mar;av. Barcelona, 105-107;936400420;a8045021@xtec.cat;;;0
8045033;Llar d'infants El Vuit;av. Rio de Janeiro, 92;933353895;a8045033@xtec.cat;;;0
8045045;Llar d'infants Josep Pallach;c. Santa Fe, 2;937522773;a8045045@xtec.cat;;;0
8045057;Llar d'infants Rosaura Terrades;Camí Ral de València, 10;938412547;a8045057@xtec.cat;;;0
8045069;Llar d'infants Dumbo;c. Sant Casimir, 16;933476100;a8045069@xtec.cat;;;0
8045070;Llar d'infants Bambi;c. Folch i Torres, 1;937577739;a8045070@xtec.cat;;;0
8045100;Llar d'infants Mare de Déu de la Immaculada;c. Mossèn Camil Rosell, 96-102;938912061;a8045100@xtec.cat;;;0
8045161;Llar d'infants La Pomera;c. Mare de Déu del Pilar, 8;938204375;a8045161@xtec.cat;;;0
8045203;Llar d'infants La Llavor;ptge. Encants, s/n;938439813;a8045203@xtec.cat;;;0
8045227;Llar d'infants Els Àngels;c. Francesc Cambó, 2;932919385;a8045227@xtec.cat;;;0
8045239;Llar d'infants Núria;c. Dr. Zamenhof, 57;935603406;a8045239@xtec.cat;;;0
8045240;Llar d'infants L'Oreneta;av. Tarragona, 4-12;935607953;a8045240@xtec.cat;;;0
8045252;Llar d'infants L'Espurna;av. de la Unió , s/n;937771039;a8045252@xtec.cat;;;0
8045264;Llar d'infants Picarol;pg. de l'Estació, 18;938649595;a8045264@xtec.cat;;;0
8045276;Llar d'infants Barrufets;c. General Padrós, 38;938584454;a8045276@xtec.cat;;;0
8045288;Llar d'infants Mare de Déu del Pilar;c. Mercat, 2;938709352;a8045288@xtec.cat;;;0
8045291;Llar d'infants Pinotxo;Baixada de Can Llobet, s/n;933295667;a8045291@xtec.cat;;;0
8045306;Llar d'infants El Sucre;c. Mina, s/n;933714647;a8045306@xtec.cat;;;0
8045318;Llar d'infants La Florida;c. Gomis, s/n (el Castell);938645853;a8045318@xtec.cat;;;0
8045331;Llar d'infants El Tren;pl. Fèlix Mestre Nutó, 2;938649674;a8045331@xtec.cat;;;0
8045355;Llar d'infants El Passeig;c. Eugeni d'Ors, 29;938666059;a8045355@xtec.cat;;;0
8045367;Llar d'infants El Gavot;c. Amàlia Soler, 142;938980827;a8045367@xtec.cat;;;0
8045380;Llar d'infants El Garbí;c. Bonavista, 66;935624954;a8045380@xtec.cat;;;0
8045392;Escola Bressol Cap i Cua;c. Vicenç Llivina, 7;937913216;a8045392@xtec.cat;;;0
8045410;LLI privada Pinocho;c. Marfull, 6;933836311;a8045410@xtec.cat;;;0
8045434;LLI privada El Campanar;c. Andròmeda, 2;934150262;a8045434@xtec.cat;;;0
8045446;LLI privada La Cuca Fera;av. Miramar, 16;938055262;a8045446@xtec.cat;;;0
8045461;EB privada Peixets;c. Alemanya, 10;933542961;a8045461@xtec.cat;;;0
8045471;LLI privada Valonsadero;c. dels Ceps, 3 BA-1;933575254;a8045471@xtec.cat;;;0
8045483;LLI privada L'Estel;c. Maria Auxiliadora, 245;936642252;a8045483@xtec.cat;;;0
8045495;Corazón de Jesus;Camí de la Font de les Canyes, 27;935806236;a8045495@xtec.cat;;;0
8045513;LLI privada El Primer Pas;c. Jacint Elies, 147;937194575;a8045513@xtec.cat;;;0
8045525;El Petit Rossinyol;ctra. de Castellar, 410;933866667;a8045525@xtec.cat;;;0
8045537;LLI privada L'Acis;c. Badalona, 5;935795315;a8045537@xtec.cat;;;0
8045549;Tabalet;c. Cadmo, 2 (entrada c. Joaquim Blume);938711667;a8045549@xtec.cat;;;0
8045562;LLI privada Mare de Déu del Pilar;c. Salvador Badia, 2;934603450;a8045562@xtec.cat;;;0
8045574;LLI privada Bambi;pg. de la Riera de la Sala, 3;938794914;a8045574@xtec.cat;;;0
8045586;Guirigall;c. Catalunya, 77;937954763;a8045586@xtec.cat;;;0
8045598;El Cau;c. Sant Enric, 31;938142204;a8045598@xtec.cat;;;0
8045604;LLI privada Olorien Pumby;c. Sant  Lluís, 7;937653312;a8045604@xtec.cat;;;0
8045628;LLI privada El Cargolet;c. Cánovas del Castillo, 20;934693185;a8045628@xtec.cat;;;0
8045641;LLI privada Donald;c. Tarragona, 15;937703211;a8045641@xtec.cat;;;0
8045653;Romany;c. Sentmenat, 4;938652002;a8045653@xtec.cat;;;0
8045665;LLI privada El Nostre Jardí;c. Sardana, 28;936744496;a8045665@xtec.cat;;;0
8045677;LLI privada L'Alba;c. Santa Anna, 17;936748982;a8045677@xtec.cat;;;0
8045689;Pinocho;Camí antic de Santa Creu, 2;936749450;a8045689@xtec.cat;;;0
8045690;LLI privada Picarol;c. Comerç, 17;935743590;a8045690@xtec.cat;;;0
8045719;LLI privada Vailets;c. Mixerris, 9;938920891;a8045719@xtec.cat;;;0
8045720;LLI privada Tic-Tac;c. Emília Carles, 22-24;938902782;a8045720@xtec.cat;;;0
8045732;EB privada Els Rossinyols;av. del Canal, 114-116;938900705;a8045732@xtec.cat;;;0
8045768;LLI privada Quitxalla;pl. Escoles, s/n;933753501;a8045768@xtec.cat;;;0
8045793;El Ganxet II;c. Lluís Companys, 1-3;933771951;a8045793@xtec.cat;;;0
8045801;Llar d'infants Cascavell;Parc de la Linera, s/n;933760538;a8045801@xtec.cat;;;0
8045811;Llar d'infants El Drac;Caldes, 56;936880864;a8045811@xtec.cat;;;0
8045823;Kuky's;c. Nemesi Valls, 35;936474335;a8045823@xtec.cat;;;0
8045835;LLI privada Balmespi;pl. Gaudí, s/n;937851449;a8045835@xtec.cat;;;0
8045847;LLI privada Blau;c. Marie Curie, s/n;937887394;a8045847@xtec.cat;;;0
8045859;LLI privada Bon-Sol;c. Telegraf, 58;937892229;a8045859@xtec.cat;;;0
8045860;Lua - Cascavell;c. Badal, 113;937838548;a8045860@xtec.cat;;;0
8045872;LLI privada El Cigronet;c. de la Marina, 356, interior;937803511;a8045872@xtec.cat;;;0
8045884;El Llimoner I;c. dels Àngels, 7;937853346;a8045884@xtec.cat;;;0
8045896;LLI privada Guinyolet;c. de l'Om, 11;937850736;a8045896@xtec.cat;;;0
8045902;La Lluna;c. Turina, 11;938979189;a8045902@xtec.cat;;;0
8045914;Mafalda;c. Pedraforca, 2;935887706;a8045914@xtec.cat;;;0
8045926;Maria Reina;c. de Galícia, 3-9;938359467;a8045926@xtec.cat;;;0
8045938;LLI privada Molina Blau;c. Santiago Rusiñol, 1-23;938290121;a8045938@xtec.cat;;;0
8045941;LLI privada Ninets;Baixada de les Figueretes, 1;938126389;a8045941@xtec.cat;;;0
8045951;Pandy de Sant Marc;rda. de Francesc Macià, 119;935805893;a8045951@xtec.cat;;;0
8045963;Begonia;p. Anselm Clavé, s/n;934160120;a8045963@xtec.cat;;;0
8045975;Rosetó;c. Negociant, 79;935892819;a8045975@xtec.cat;;;0
8045987;LLI privada Petit Laia;c. Pla de la Vila, s/n, Canet de Fals;938682937;a8045987@xtec.cat;;;0
